Order_ID,Order_Date,Customer_ID,Customer_Name,City,Region,Product,Category,Quantity,Unit_Price,Total_Sales,Payment_Method,Order_Status
ORD1039,7/14/2025,CUST768,Julie Anderson,South Matthewfort,East,Tablet,Electronics,2,77762,155524,Debit Card,Completed
ORD1040,11/11/2025,CUST707,Elijah Terrell,New Ronaldport,East,Headphones,Electronics,3,4507,13521,Cash,Completed
ORD1041,1/4/2026,CUST264,Mike Miller,Roberttown,North,Mobile,Electronics,4,36371,145484,Debit Card,Cancelled
ORD1042,12/30/2025,CUST125,Tiffany Walker,East Jason,West,Laptop,Electronics,2,65432,130864,UPI,Returned
ORD1043,7/13/2025,CUST130,Ricky Simpson,Snyderland,North,Tablet,Electronics,5,76173,380865,Net Banking,Completed
ORD1044,11/13/2025,CUST944,Katherine Melendez,Friedmanview,North,Tablet,Electronics,2,65166,130332,Credit Card,Returned
ORD1045,6/2/2025,CUST766,Kimberly Snow,West Jessica,North,Tablet,Electronics,1,70146,70146,Credit Card,Completed
ORD1046,6/18/2025,CUST282,Mark Newman,Russellside,East,Camera,Electronics,4,69083,276332,Debit Card,Returned
ORD1047,1/9/2026,CUST484,Alexis Carroll,Petersberg,South,Camera,Electronics,4,23621,94484,Credit Card,Cancelled
ORD1048,3/25/2026,CUST139,Megan Hernandez,East Andreahaven,South,Mobile,Electronics,4,62712,250848,Debit Card,Completed
ORD1049,8/31/2025,CUST854,Robert Anderson,West Antonio,North,Smartwatch,Electronics,1,76176,76176,Debit Card,Completed
ORD1050,3/7/2026,CUST522,Mark Jackson,Lake Jessica,West,Camera,Electronics,4,78330,313320,Cash,Cancelled
ORD1051,1/13/2026,CUST189,Nicole Thomas,Thomasberg,North,Tablet,Electronics,2,63993,127986,UPI,Cancelled
ORD1052,1/30/2026,CUST846,Angela Fox,Summerschester,East,Laptop,Electronics,3,78929,236787,Net Banking,Cancelled
ORD1053,3/14/2026,CUST626,Catherine Levine,Greenefort,West,Camera,Electronics,5,5910,29550,Debit Card,Returned
ORD1054,8/10/2025,CUST528,Robert Kelly,West Francis,North,Printer,Electronics,1,53282,53282,Debit Card,Cancelled
ORD1055,7/19/2025,CUST258,Crystal Smith,East Cliffordview,North,Camera,Electronics,1,67851,67851,Credit Card,Returned
ORD1056,7/2/2025,CUST545,Ronald Sims,Sherryburgh,East,Mobile,Electronics,5,17256,86280,UPI,Completed
ORD1057,4/18/2026,CUST617,Christopher Walker,Shannonville,North,Mobile,Electronics,5,73493,367465,Net Banking,Returned
ORD1058,11/3/2025,CUST896,Tracy Bauer,Aaronburgh,West,Laptop,Electronics,5,53391,266955,Net Banking,Completed
ORD1059,6/29/2025,CUST614,Craig Michael,Lake Ashley,South,Camera,Electronics,4,12462,49848,Cash,Cancelled
ORD1060,8/29/2025,CUST618,Anthony Garner,Deannaberg,North,Camera,Electronics,1,36202,36202,Debit Card,Cancelled
ORD1061,6/20/2025,CUST790,Mandy Davidson,West Stephenhaven,West,Mobile,Electronics,4,68822,275288,Credit Card,Completed
ORD1062,1/17/2026,CUST820,Jacob Moore,Juarezbury,West,Camera,Electronics,5,9158,45790,UPI,Completed
ORD1063,2/21/2026,CUST433,William Phillips,Lake Anthonyland,North,Smartwatch,Electronics,1,33652,33652,Debit Card,Cancelled
ORD1064,4/22/2026,CUST665,Marissa Smith,North Leahland,South,Smartwatch,Electronics,5,15712,78560,UPI,Returned
ORD1065,11/9/2025,CUST791,Kenneth Sanchez,Terrytown,West,Mobile,Electronics,5,16881,84405,Net Banking,Completed
ORD1066,9/8/2025,CUST919,Diane Haynes,Davisborough,North,Headphones,Electronics,1,57248,57248,Cash,Cancelled
ORD1067,1/26/2026,CUST208,Kirk Carr,North Pamelastad,West,Printer,Electronics,5,2037,10185,Net Banking,Cancelled
ORD1068,4/14/2026,CUST984,Julia Thomas,Port Kimberlystad,North,Headphones,Electronics,3,54394,163182,Net Banking,Cancelled
ORD1069,3/18/2026,CUST253,Beth Newton,Jeffreyberg,East,Laptop,Electronics,4,46217,184868,Cash,Completed
ORD1070,8/17/2025,CUST503,Richard Davis,Lake Mackenzieland,South,Camera,Electronics,3,59016,177048,Cash,Completed
ORD1071,4/20/2026,CUST150,Randall Joseph,Charlenemouth,West,Smartwatch,Electronics,5,28369,141845,Cash,Cancelled
ORD1072,5/2/2025,CUST312,Mark Thompson,Port Keith,East,Camera,Electronics,5,66372,331860,Credit Card,Cancelled
ORD1073,9/2/2025,CUST718,Kimberly Martinez,Ryanside,North,Printer,Electronics,2,56138,112276,Credit Card,Completed
ORD1074,7/9/2025,CUST620,Brian Salinas,New Sandra,North,Camera,Electronics,5,46857,234285,Cash,Completed
ORD1075,7/9/2025,CUST284,Melissa Ortiz,Reeseview,West,Printer,Electronics,5,25749,128745,Net Banking,Completed
ORD1076,1/23/2026,CUST177,Robert Lewis,Michaelstad,East,Tablet,Electronics,4,58376,233504,Debit Card,Returned
ORD1077,7/31/2025,CUST977,Keith Boone,Lake Kevinview,West,Mobile,Electronics,1,36187,36187,UPI,Completed
ORD1078,3/9/2026,CUST497,Christy Hernandez,Kellybury,East,Printer,Electronics,5,70077,350385,Net Banking,Cancelled
ORD1079,2/15/2026,CUST670,Scott Welch,Antonioland,West,Printer,Electronics,2,17160,34320,UPI,Cancelled
ORD1080,10/3/2025,CUST368,Mandy Cortez,West Amandaport,South,Printer,Electronics,5,4188,20940,Debit Card,Completed
ORD1081,9/5/2025,CUST354,Sandra Noble,Stevenfort,North,Printer,Electronics,2,31828,63656,Net Banking,Completed
ORD1082,7/30/2025,CUST666,Collin Garcia,New Allisonport,East,Camera,Electronics,1,72345,72345,Debit Card,Completed
ORD1083,12/17/2025,CUST538,Michael Robles,South Kimberly,North,Smartwatch,Electronics,5,1815,9075,Debit Card,Cancelled
ORD1084,11/25/2025,CUST368,Philip Chandler,Floreston,East,Camera,Electronics,5,76671,383355,Debit Card,Returned
ORD1085,11/19/2025,CUST317,Mr. Cody Stewart,South Michael,North,Smartwatch,Electronics,1,30889,30889,Net Banking,Cancelled
ORD1086,6/17/2025,CUST830,Luis Conley,Christieberg,North,Mobile,Electronics,3,3568,10704,Debit Card,Completed
ORD1087,4/11/2026,CUST891,Brandon Coleman,Shannonport,West,Laptop,Electronics,1,79426,79426,Debit Card,Cancelled
ORD1088,4/15/2026,CUST849,Jennifer Ford,West Sean,East,Smartwatch,Electronics,3,78417,235251,Credit Card,Returned
ORD1089,6/23/2025,CUST333,Leonard Andrews,Arellanoport,East,Laptop,Electronics,4,20711,82844,UPI,Cancelled
ORD1090,5/1/2025,CUST383,Mark Jones,South Matthew,North,Camera,Electronics,4,13789,55156,Cash,Completed
ORD1091,5/8/2025,CUST828,Dalton Anderson,Deanshire,South,Smartwatch,Electronics,2,31026,62052,UPI,Returned
ORD1092,2/19/2026,CUST655,Erik Osborn,North Adam,West,Mobile,Electronics,3,10173,30519,Credit Card,Returned
ORD1093,6/22/2025,CUST361,Victoria Andrews,Staceyville,North,Laptop,Electronics,3,74692,224076,Credit Card,Returned
ORD1094,4/18/2026,CUST648,Timothy Cook,East Connie,North,Smartwatch,Electronics,5,64459,322295,Credit Card,Returned
ORD1095,3/26/2026,CUST577,Angela Price,Mikestad,North,Smartwatch,Electronics,2,57504,115008,Net Banking,Completed
ORD1096,2/26/2026,CUST503,Kyle Campbell,Anthonyburgh,East,Mobile,Electronics,2,40745,81490,Credit Card,Cancelled
ORD1097,6/28/2025,CUST587,Jason Dillon,Bellton,South,Smartwatch,Electronics,4,16011,64044,UPI,Cancelled
ORD1098,9/26/2025,CUST504,Justin Bryant,Weaverland,West,Laptop,Electronics,4,36825,147300,Credit Card,Returned
ORD1099,11/30/2025,CUST999,David Johnson,Lake Timothyland,North,Laptop,Electronics,5,37226,186130,Credit Card,Cancelled
ORD1100,9/5/2025,CUST487,Ryan Hickman Jr.,Garciahaven,West,Headphones,Electronics,3,58552,175656,Cash,Returned
ORD1101,3/5/2026,CUST833,Marilyn Riley,South Allenhaven,North,Smartwatch,Electronics,2,41398,82796,UPI,Completed
ORD1102,4/4/2026,CUST904,Bruce Payne,Blakeshire,East,Headphones,Electronics,2,78848,157696,Cash,Cancelled
ORD1103,6/21/2025,CUST269,Tina Ross,Jessicaborough,South,Camera,Electronics,3,9176,27528,Cash,Completed
ORD1104,3/20/2026,CUST769,Wendy Medina,West Haleyborough,North,Mobile,Electronics,3,76345,229035,UPI,Cancelled
ORD1105,7/5/2025,CUST781,Anthony Rodriguez,North Kyleborough,East,Camera,Electronics,5,2804,14020,Cash,Returned
ORD1106,12/15/2025,CUST914,Kevin Bell,West Angela,South,Smartwatch,Electronics,2,11295,22590,Credit Card,Returned
ORD1107,3/23/2026,CUST452,Cheryl Curry,Lake Philip,East,Headphones,Electronics,1,61543,61543,Net Banking,Returned
ORD1108,9/6/2025,CUST114,Chelsea Vega,West Crystal,North,Printer,Electronics,5,38893,194465,Debit Card,Returned
ORD1109,7/31/2025,CUST770,Timothy Chavez,Lake Jason,South,Printer,Electronics,4,6543,26172,Credit Card,Returned
ORD1110,2/18/2026,CUST453,Terry Williams,Nelsonhaven,East,Mobile,Electronics,1,54528,54528,UPI,Returned
ORD1111,3/14/2026,CUST468,Joseph White,Brucetown,North,Laptop,Electronics,1,43523,43523,Cash,Cancelled
ORD1112,11/16/2025,CUST285,James Wilson,North Robert,South,Camera,Electronics,3,38133,114399,Net Banking,Completed
ORD1113,10/12/2025,CUST284,Alexandra Lam,South Joseph,West,Laptop,Electronics,5,72871,364355,UPI,Completed
ORD1114,2/14/2026,CUST485,Mrs. Brianna Richard,East Maria,West,Printer,Electronics,1,77788,77788,Net Banking,Completed
ORD1115,5/31/2025,CUST375,Mary Sweeney,Crawfordside,East,Printer,Electronics,4,3973,15892,Debit Card,Completed
ORD1116,9/20/2025,CUST773,Brian Allen,West Jamie,West,Mobile,Electronics,3,52958,158874,Credit Card,Cancelled
ORD1117,4/4/2026,CUST426,Christopher Bowman,Hollandshire,North,Mobile,Electronics,1,24634,24634,Net Banking,Cancelled
ORD1118,3/12/2026,CUST845,Corey Sanders,South Destinyfort,South,Smartwatch,Electronics,4,42559,170236,Cash,Returned
ORD1119,3/9/2026,CUST406,Robert Lyons,Joelmouth,South,Laptop,Electronics,4,42045,168180,Credit Card,Completed
ORD1120,10/29/2025,CUST748,Sarah Vance,Lake Paul,East,Mobile,Electronics,4,75524,302096,Net Banking,Completed
ORD1121,1/30/2026,CUST678,Mrs. Amanda Hubbard,New Leahhaven,East,Tablet,Electronics,5,65826,329130,Cash,Returned
ORD1122,5/20/2025,CUST826,Ronald Torres,Port Charles,East,Camera,Electronics,3,55760,167280,Net Banking,Returned
ORD1123,9/13/2025,CUST612,Pam Cooper,Jeffreymouth,East,Printer,Electronics,2,19034,38068,Credit Card,Cancelled
ORD1124,3/6/2026,CUST426,Jacob Romero,New Mary,North,Headphones,Electronics,3,62907,188721,Credit Card,Completed
ORD1125,6/19/2025,CUST712,Richard Murray,Port Tracy,West,Printer,Electronics,3,11210,33630,Cash,Completed
ORD1126,3/29/2026,CUST353,Joshua Neal,New Nicholas,East,Camera,Electronics,2,66061,132122,Cash,Returned
ORD1127,7/15/2025,CUST824,Matthew Adkins,Lake Carlos,East,Tablet,Electronics,1,44064,44064,UPI,Completed
ORD1128,4/29/2026,CUST540,Julie Keller,West Tammyland,East,Camera,Electronics,3,42702,128106,Net Banking,Returned
ORD1129,12/26/2025,CUST659,Patrick Collier,New Alexandertown,West,Camera,Electronics,1,31925,31925,Net Banking,Cancelled
ORD1130,10/29/2025,CUST504,Dr. Angela Horton,Keithfort,East,Headphones,Electronics,3,16446,49338,Net Banking,Completed
ORD1131,2/17/2026,CUST643,Samantha Rivera,West Heather,South,Smartwatch,Electronics,1,14555,14555,Debit Card,Completed
ORD1132,3/21/2026,CUST261,Chelsea Kidd,Ryanburgh,East,Mobile,Electronics,2,48624,97248,Credit Card,Completed
ORD1133,4/28/2026,CUST923,Jennifer Stevenson,East Kaitlyn,West,Printer,Electronics,2,66032,132064,Cash,Completed
ORD1134,12/6/2025,CUST481,Andrew Johnson,Kimberg,South,Smartwatch,Electronics,3,46468,139404,UPI,Returned
ORD1135,12/18/2025,CUST243,Roy Barajas,West Christine,East,Camera,Electronics,1,43072,43072,Cash,Cancelled
ORD1136,1/13/2026,CUST871,Robin Ramos,Port Linda,North,Smartwatch,Electronics,3,35219,105657,Credit Card,Cancelled
ORD1137,2/26/2026,CUST563,Alejandro Webb,Pattersonfort,West,Smartwatch,Electronics,5,25179,125895,Credit Card,Cancelled
ORD1138,2/7/2026,CUST739,Kayla Mills,East Shawntown,North,Camera,Electronics,1,43665,43665,UPI,Returned
ORD1139,7/8/2025,CUST308,Brittany Mercado,Jackieview,North,Camera,Electronics,5,42664,213320,Net Banking,Completed
ORD1140,9/28/2025,CUST221,Chelsea Boone,East Shawn,North,Printer,Electronics,3,65970,197910,Net Banking,Returned
ORD1141,8/18/2025,CUST408,Tim Miller,Coxbury,South,Tablet,Electronics,2,7089,14178,Cash,Cancelled
ORD1142,3/28/2026,CUST756,Mary Ford,Angiemouth,South,Smartwatch,Electronics,1,23595,23595,UPI,Completed
ORD1143,9/5/2025,CUST468,Kaylee Fisher,Nicholasfurt,East,Tablet,Electronics,4,58814,235256,Credit Card,Completed
ORD1144,12/3/2025,CUST515,Elijah Garza,New Rayland,West,Printer,Electronics,2,44772,89544,Credit Card,Returned
ORD1145,12/15/2025,CUST345,William Mosley,Karishire,North,Smartwatch,Electronics,4,35838,143352,Debit Card,Completed
ORD1146,4/27/2026,CUST993,Jessica Mullins,Hamptonfort,West,Smartwatch,Electronics,4,39108,156432,Credit Card,Completed
ORD1147,11/14/2025,CUST730,Michael Riley,North Randy,North,Laptop,Electronics,5,9796,48980,Credit Card,Completed
ORD1148,5/2/2025,CUST814,Jared Hogan,Jacobport,North,Laptop,Electronics,4,34634,138536,Cash,Cancelled
ORD1149,2/9/2026,CUST141,Michelle Lester,North Nancy,North,Headphones,Electronics,1,63253,63253,Net Banking,Cancelled
ORD1150,12/15/2025,CUST947,Mark Dixon,Lake Glenport,West,Camera,Electronics,4,58905,235620,Credit Card,Returned
ORD1151,9/23/2025,CUST995,Michael Underwood,East Matthew,North,Smartwatch,Electronics,4,78584,314336,Cash,Cancelled
ORD1152,3/17/2026,CUST980,Kathryn Orozco,Martinezland,West,Mobile,Electronics,1,17695,17695,UPI,Completed
ORD1153,8/12/2025,CUST786,Douglas Powers,East Cassandrahaven,South,Tablet,Electronics,1,21398,21398,Debit Card,Returned
ORD1154,10/23/2025,CUST463,Linda Tate,Charlesville,West,Mobile,Electronics,2,31741,63482,UPI,Completed
ORD1155,10/22/2025,CUST676,Stacy Barrett,Kathyberg,North,Laptop,Electronics,4,79805,319220,Net Banking,Returned
ORD1156,4/25/2026,CUST637,Gary Keller,Taylorborough,East,Mobile,Electronics,5,694,3470,Credit Card,Returned
ORD1157,6/13/2025,CUST865,Jodi Smith,East Desireeborough,North,Tablet,Electronics,3,20705,62115,UPI,Completed
ORD1158,5/13/2025,CUST628,Stephanie Oliver,South Nancytown,East,Camera,Electronics,1,61216,61216,UPI,Completed
ORD1159,11/24/2025,CUST179,Daniel Jones,Richardburgh,North,Mobile,Electronics,1,70565,70565,Cash,Returned
ORD1160,12/5/2025,CUST206,Mary Bond,Madisonside,South,Tablet,Electronics,3,55353,166059,Cash,Completed
ORD1161,9/22/2025,CUST640,Kimberly Odom,Lake Cynthiaton,South,Headphones,Electronics,4,62528,250112,Credit Card,Cancelled
ORD1162,5/24/2025,CUST882,Susan Santos,Sandraville,South,Mobile,Electronics,2,79314,158628,Cash,Returned
ORD1163,7/9/2025,CUST545,Seth Cardenas,Catherinefurt,South,Laptop,Electronics,3,522,1566,Cash,Cancelled
ORD1164,11/3/2025,CUST249,Desiree Murray,Lake Samantha,West,Camera,Electronics,4,30761,123044,Net Banking,Completed
ORD1165,10/16/2025,CUST218,Elizabeth Ortiz,East Gary,North,Printer,Electronics,4,50827,203308,Net Banking,Returned
ORD1166,7/12/2025,CUST525,Natalie Park,East Christina,North,Mobile,Electronics,1,68342,68342,Debit Card,Completed
ORD1167,12/3/2025,CUST176,Julie Whitney,Ericborough,South,Mobile,Electronics,5,46599,232995,Net Banking,Returned
ORD1168,2/21/2026,CUST166,Christopher Valenzuela,West Scotthaven,North,Tablet,Electronics,2,13249,26498,Debit Card,Cancelled
ORD1169,1/22/2026,CUST141,Veronica Wise,Wagnerhaven,West,Tablet,Electronics,5,4318,21590,Cash,Returned
ORD1170,10/22/2025,CUST672,Lauren Martinez,Mclaughlinton,South,Printer,Electronics,5,13320,66600,UPI,Returned
ORD1171,11/19/2025,CUST497,Anna Wilson,Kellybury,North,Headphones,Electronics,2,2652,5304,Cash,Returned
ORD1172,12/3/2025,CUST880,Gregg Perez,Briannastad,South,Laptop,Electronics,1,51122,51122,Credit Card,Cancelled
ORD1173,9/16/2025,CUST993,Peter Miller,Mirandatown,South,Headphones,Electronics,3,31432,94296,UPI,Returned
ORD1174,4/1/2026,CUST569,Lauren Brennan,East Monique,West,Laptop,Electronics,1,52766,52766,Debit Card,Returned
ORD1175,4/13/2026,CUST845,David Anderson,South Paulchester,North,Headphones,Electronics,4,43148,172592,Cash,Completed
ORD1176,4/8/2026,CUST622,Kathy Martinez,Williamsfort,West,Headphones,Electronics,3,63205,189615,Net Banking,Cancelled
ORD1177,7/11/2025,CUST818,Christopher Garcia,Port Petershire,South,Printer,Electronics,1,24357,24357,Cash,Returned
ORD1178,12/2/2025,CUST617,Nicole Harris,Hodgemouth,North,Headphones,Electronics,4,42973,171892,Debit Card,Returned
ORD1179,12/5/2025,CUST845,Gregory Garcia,Brianton,South,Printer,Electronics,5,48784,243920,Net Banking,Completed
ORD1180,10/29/2025,CUST110,Nina Everett,Lopezville,North,Printer,Electronics,2,61472,122944,Credit Card,Cancelled
ORD1181,11/6/2025,CUST299,Jason Roberts,Schroedershire,North,Laptop,Electronics,2,4836,9672,Net Banking,Returned
ORD1182,9/5/2025,CUST714,Cindy Murray,Michaelberg,West,Camera,Electronics,2,72401,144802,Debit Card,Completed
ORD1183,11/9/2025,CUST937,Kevin Whitaker,West Lindseytown,North,Tablet,Electronics,5,18582,92910,Net Banking,Cancelled
ORD1184,8/10/2025,CUST444,Keith Mason,Stephensmouth,West,Smartwatch,Electronics,1,33054,33054,Debit Card,Cancelled
ORD1185,8/31/2025,CUST729,Emily Adams,Watkinshaven,South,Laptop,Electronics,3,71217,213651,Debit Card,Returned
ORD1186,4/21/2026,CUST934,Steven Olsen,Juliebury,North,Tablet,Electronics,3,22090,66270,UPI,Returned
ORD1187,4/2/2026,CUST585,John Allison,Brownville,East,Laptop,Electronics,4,73595,294380,Cash,Completed
ORD1188,7/17/2025,CUST398,Andrea Martinez,Taylormouth,East,Laptop,Electronics,1,8272,8272,UPI,Completed
ORD1189,4/13/2026,CUST135,James Burton,Marybury,South,Camera,Electronics,2,13047,26094,Credit Card,Returned
ORD1190,5/27/2025,CUST546,Katrina Allison,New Austinberg,East,Smartwatch,Electronics,2,69903,139806,Cash,Cancelled
ORD1191,7/6/2025,CUST240,Jennifer Cook,Port Matthewton,North,Headphones,Electronics,2,42227,84454,Debit Card,Cancelled
ORD1192,7/19/2025,CUST821,Dawn Cox,North Veronica,South,Camera,Electronics,1,33048,33048,UPI,Returned
ORD1193,1/13/2026,CUST277,Lori Kirby,Lake Allison,East,Headphones,Electronics,3,20309,60927,Credit Card,Returned
ORD1194,10/4/2025,CUST680,Elizabeth Summers,Port Tracy,South,Printer,Electronics,2,19645,39290,Cash,Cancelled
ORD1195,6/1/2025,CUST398,Mark Peterson,East Richardstad,North,Mobile,Electronics,3,24991,74973,Cash,Completed
ORD1196,9/8/2025,CUST343,Jonathan Cole,Lisaport,South,Mobile,Electronics,1,19769,19769,Net Banking,Completed
ORD1197,6/4/2025,CUST860,Nicole Smith,Port Moniqueburgh,North,Laptop,Electronics,4,9983,39932,Debit Card,Completed
ORD1198,5/7/2025,CUST351,Randy Wagner,Jodichester,West,Camera,Electronics,4,56348,225392,Credit Card,Returned
ORD1199,5/14/2025,CUST290,Patricia Flores,New Denise,South,Smartwatch,Electronics,3,64454,193362,Cash,Returned
ORD1200,2/14/2026,CUST295,Christopher Morales,Bonillahaven,North,Headphones,Electronics,2,21304,42608,UPI,Completed
ORD1201,7/18/2025,CUST341,Andrew Miller,North Williamfort,South,Smartwatch,Electronics,3,37836,113508,Cash,Completed
ORD1202,8/28/2025,CUST334,Dennis Bird,Lake Hannahchester,West,Laptop,Electronics,4,43948,175792,Debit Card,Cancelled
ORD1203,8/3/2025,CUST742,Janet Cooper,Lesliemouth,East,Laptop,Electronics,3,41861,125583,Debit Card,Cancelled
ORD1204,4/1/2026,CUST623,Scott Petersen,Cohenbury,North,Laptop,Electronics,4,22396,89584,UPI,Cancelled
ORD1205,7/21/2025,CUST238,Joshua Kennedy,East Andrewstad,South,Tablet,Electronics,4,25324,101296,Debit Card,Cancelled
ORD1206,10/17/2025,CUST528,Mark Hardin,Millerside,North,Smartwatch,Electronics,3,2718,8154,Debit Card,Returned
ORD1207,8/13/2025,CUST450,Katie Brown,Beckview,North,Tablet,Electronics,4,44743,178972,Debit Card,Returned
ORD1208,1/15/2026,CUST228,Jose Watkins DVM,South David,West,Smartwatch,Electronics,3,61930,185790,Cash,Returned
ORD1209,9/29/2025,CUST598,David Harrison,Andradefort,East,Laptop,Electronics,3,3318,9954,Credit Card,Cancelled
ORD1210,3/11/2026,CUST274,Brian Wang,Browntown,East,Smartwatch,Electronics,2,39429,78858,Cash,Returned
ORD1211,10/4/2025,CUST633,Megan Johnson,Tamaraville,West,Smartwatch,Electronics,1,53051,53051,Cash,Cancelled
ORD1212,3/3/2026,CUST267,William Ferguson,Oconnorstad,West,Headphones,Electronics,5,10501,52505,Net Banking,Cancelled
ORD1213,9/17/2025,CUST261,Travis Prince MD,Port Sandrahaven,North,Laptop,Electronics,1,61375,61375,Cash,Completed
ORD1214,1/10/2026,CUST891,Eric Lowe,New Alanshire,East,Tablet,Electronics,2,34953,69906,UPI,Returned
ORD1215,4/26/2026,CUST855,Rebecca Gibson,South Noahstad,North,Smartwatch,Electronics,1,32395,32395,Debit Card,Completed
ORD1216,7/26/2025,CUST432,Kelsey Allen,South Monique,South,Printer,Electronics,3,27004,81012,Credit Card,Cancelled
ORD1217,12/21/2025,CUST741,Stacy Donaldson,New Micheleville,South,Camera,Electronics,5,33396,166980,Cash,Returned
ORD1218,11/15/2025,CUST664,Laura Allison,West Nicholas,North,Headphones,Electronics,4,34525,138100,Net Banking,Cancelled
ORD1219,3/12/2026,CUST999,Pamela Hughes,Andersenville,North,Camera,Electronics,1,76105,76105,Cash,Completed
